caseid,weight,sample,int_date,lang,cregion,state,usr,density,form,q1,q2a,q2b,q2c,q2e,q2f,q2gf1,q2hf2,q3,q4,q5a,q5b,q5c,q6,q7,q8,q9f1,q9f1_code1,q9f1_code2,q9f1_code3,q12a,q12b,q13,q16,q17,q18,q20f1,q21af2,q21bf2,q21cf2,q23,q24a,q24b,q24c,q24d,q24e,q24f,q25,q27,q28,q29,q30,q32,q33,q34,q35,q37,q38,q39,q40,q41,knosct14,knosct15,knosct16,knosct17,knosct18,knosct19,knosct_count,sexz,agerec,educ2,scideg,hisp,racecmb,race3m1,race3m2,race3m3,race3m4,racethn,birth_hisp,usborn,marital,parent,citizen,relig,chr,born,attend,income,reg,party,partyln,ideo,hh1,hh3,eminuse,intmob,ql1,ql1a,qc1
202719,3.2142857142857144,2,81614,1,4,6,U,2,2,1,3,1,2,2,2, ,1,2,1,1,1,1,1,2,2, , , , ,2,1,1,1,2,1, ,1,1, ,1,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,4,2,2,1,3,3,1,1,3,2,1,4,1,51,5, ,2,2,2, , , ,2, ,1,1,1, ,1, ,1,3,4,1,2, ,3,3,2,2,2, , ,1
202736,11.071428571428571,2,82314,1,3,48,S,3,1,1,2,1,3,3,3,4, ,4,1,2,1,2,1,2,2, , , , ,2,1,2,2, ,2,2, , , ,2,2,1,2,1,2,2,1,1,2,1,1,1,2,2,2,4,1,2,1,3,1,2,1,3,3,1,5,2,19,4, ,2,1,1, , , ,1, ,1,6,2, ,1, ,2,9,4,3,3,1,3,4,3,1,1, , ,1
202739,5.142857142857143,2,81814,1,1,36,U,5,1,1,2,2,3,2,4,2, ,2,1,2,1,1,1,2,2, , , , ,2,2,1,1,2,1,3, , , ,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,1,1,2,1,1,2,1,5,2,26,3, ,2,1,1, , , ,1, ,1,1,1, ,5, , ,1,1,3,3,2,2,4,2,2,2, , ,1
202749,1.2857142857142858,2,82314,1,3,48,S,5,1,2,4,2,4,3,3,1, ,1,1,1,2,1,1,1,2, , , , ,1,1,9,2, ,1,2, , , ,1,2,1,1,1,1,1,2,1,2,1,2,2,2,2,2,1,2,2,9,1,1,9,1,3,2,1,5,2,60,8,2,2,1,1, , , ,1, ,1,1,2, ,13, ,1,2,10,1,3,1,2,2,2,1,1, , ,1
202752,1.3571428571428572,2,81814,1,3,48,U,5,2,2,2,2,2,3,3, ,3,2,2,1,1,1,2,1,2, , , , ,1,1,1,1,1,1, ,2, ,1,1,1,2,1,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,1,1,2,1,5,1,24,6,2,1,1,1, , , ,3,1, ,6,2, ,9, , ,5,9,1,2, ,5,4,4,1,1, , ,1
202753,3.7142857142857144,2,81914,1,1,36,U,5,1,1,2,2,2,3,2,2, ,2,1,1,1,1,2,1,1,9,99, , ,1,1,1,1,2,1,2, , , ,1,2,2,2,2,2,1,2,1,1,1,2,2,2,1,9,1,9,1,1,3,1,1,1,1,2,1,4,2,60,6,2,2,4,1,2, , ,4, ,1,6,2, ,12, , ,6,5,1,3,9,3,1, ,1,1, , ,2
202756,4.928571428571429,2,81914,2,3,48,U,1,1,1,2,2,2,9,3,2, ,3,1,1,1,1,2,1,1,1,9,1, ,1,1,1,9, ,1,2, , , ,2,2,2,2,1,2,2,2,1,2,1,9,9,2,9,9,4,2,1,9,1,3,8,2,3,2,1,3,1,36,3, ,1,5,7, , , ,3,3, ,6,1,2,2, ,2,5,1,3,4,2,4,4,9,1,1, , ,2
202810,3.4285714285714284,2,82214,1,4,6,S,3,1,1,2,3,2,3,3,4, ,1,1,1,1,2,2,2,2, , , , ,1,2,1,1,1,1,2, , , ,1,1,2,2,1,2,1,2,1,2,1,1,1,2,1,2,4,1,1,2,3,1,2,1,3,2,1,6,1,18,3, ,2,1,1, , , ,1, ,1,6,2, ,10, , ,6,9,1,3,2,4,4,3,1,1, , ,1
202815,1.2142857142857142,2,81614,1,3,12,S,4,1,2,1,1,2,4,2,9, ,2,1,9,1,1,2,2,2, , , , ,1,1,1,1,9,1,2, , , ,1,1,1,1,1,2,1,2,1,9,1,9,9,2,1,2,3,1,2,3,3,1,2,1,3,2,1,6,1,72,6,2,2,1,1, , , ,1, ,1,1,2, ,5, , ,6,9,1,2, ,3,2,2,1,1, , ,1
202821,8.571428571428571,2,81614,1,3,51,U,5,2,2,3,4,4,3,4, ,2,2,2,1,2,2,1,1,1, , , , ,2,2,2,1,2,1, ,2, ,9,1,1,9,1,1,1,1,2,1,1,1,1,1,2,1,2,3,1,1,1,1,1,8,3,3,2,1,4,2,50,3, ,2,1,1, , , ,1, ,1,9,9, ,1, ,1,9,10,1,3,9,3,9,9,1,1, , ,9
202838,16.928571428571427,2,82014,1,3,12,U,3,2,2,2,1,1,3,1, ,2,2,1,1,1,1,1,2,9, , , , ,2,2,2,2, ,1, ,2, ,1,2,1,1,1,1,1,1,1,9,1,2,2,2,2,2,2,3,1,2,1,1,1,2,1,3,2,1,6,1,50,3, ,2,1,1, , , ,1, ,1,1,1, ,1, ,1,1,4,1,3,1,1,5,2,1,2, , ,1
202846,6.928571428571429,2,81614,1,3,13,S,5,1,2,1,1,2,2,1,1, ,1,1,1,1,1,2,2,2, , , , ,1,1,2,1,2,1,1, , , ,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,3,1,2,1,3,1,2,1,3,2,1,6,2,34,6,1,2,1,1, , , ,1, ,1,1,2, ,1, ,1,1,8,1,3,1,3,2,2,1,1, , ,2
202849,3.2857142857142856,2,82014,2,4,6,S,5,2,1,3,3,4,4,3, ,3,4,2,2,1,1,1,9,2, , , , ,1,1,2,1,2,1, ,1,1, ,1,2,2,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,3,2,3,1,2,1,3,2,67,1, ,1,1,1, , , ,3,3, ,4,2,1,2, ,2,3,2,3,3,2,3,2,1,1,1, , ,1
202871,5.928571428571429,2,81614,1,4,53,S,3,1,2,1,1,3,2,2,2, ,1,1,1,1,1,2,2,2, , , , ,1,1,1,1,1,1,1, , , ,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,4,1,1,1,1,1,2,1,3,2,1,6,2,60,8,1,9,9,9, , , ,9, ,1,1,2, ,1, ,2,5,9,1,1, ,2,2,2,1,1, , ,1
202876,6.571428571428571,2,81814,1,3,40,S,1,2,2,3,2,4,4,4, ,4,2,1,1,1,1,2,2,2, , , , ,2,2,2,1,1,1, ,2, ,2,2,1,1,1,2,1,1,2,1,2,1,1,1,2,2,1,4,1,2,2,1,1,2,1,3,2,1,6,1,67,8,2,2,9,9, , , ,9, ,1,1,2, ,2, ,2,6,7,1,1, ,1,2,2,1,1, , ,1
202902,6.571428571428571,2,82214,2,4,6,S,2,2,9,1,1,4,1,9, ,1,3,9,1,1,1,2,2,2, , , , ,9,1,2,2, ,9, ,2, ,9,9,1,1,9,9,9,1,2,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,0,1,22,1, ,1,2,2, , , ,3,3, ,1,1,2,12, , ,5,9,3,9,9,9,6,2,2,2, , ,2
202966,7.857142857142857,2,82214,1,3,12,S,4,2,1,2,2,4,2,4, ,4,2,1,1,1,1,1,1,1, , , , ,1,1,1,1,1,1, ,1,1, ,1,2,2,2,1,1,2,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,1,3,2,1,6,2,20,4, ,2,2,2, , , ,2, ,1,6,2, ,2, ,2,2,6,1,3,2,4,2,2,1,1, , ,1
202981,3.857142857142857,2,81814,1,1,42,S,5,2,2,1,1,2,4,1, ,1,1,1,2,1,2,2,2,2, , , , ,1,1,1,1,1,1, ,2, ,9,1,1,1,9,1,1,2,2,1,2,9,1,1,2,1,1,4,1,9,1,1,1,2,1,3,2,1,6,1,25,6,1,2,1,1, , , ,1, ,1,6,2, ,9, , ,4,3,1,1, ,4,1, ,1,2, , ,2
202982,10.642857142857142,2,81614,1,4,53,U,1,1,2,2,1,2,2,2,2, ,2,1,1,1,1,1,2,9, , , , ,1,1,1,2, ,1,1, , , ,1,1,1,2,1,2,2,1,1,1,2,2,2,2,2,1,5,1,1,1,3,1,2,1,3,2,1,6,2,66,5, ,2,1,1, , , ,1, ,1,1,2, ,3, ,1,2,7,1,3,1,2,3,3,1,1, , ,1
202994,5,2,81614,1,3,13,R,1,1,1,3,1,2,3,1,1, ,3,1,1,1,2,1,1,1,1,2, , ,1,1,1,1,1,1,2, , , ,1,2,1,1,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,1,2,1,3,2,1,6,1,21,4, ,2,2,2, , , ,2, ,1,6,1, ,1, ,1,4,2,3,2, ,2,3,2,1,1, , ,2
203008,3.9285714285714284,2,81614,1,4,6,S,4,1,1,2,2,3,3,3,3, ,1,1,1,1,1,1,1,2, , , , ,1,1,1,1,1,1,2, , , ,1,1,2,2,1,2,1,2,1,2,1,1,1,1,1,2,4,1,1,2,3,3,2,1,2,2,1,4,1,22,5, ,2,3,3, , , ,4, ,2,6,2,1,9, , ,6,4,1,2, ,3,3,2,1,1, , ,1
203025,7.642857142857143,2,82314,1,2,17,U,5,2,1,1,2,2,1,3, ,2,2,1,1,1,1,2,1,2, , , , ,1,1,1,2, ,1, ,1,1, ,1,1,1,1,1,2,1,1,2,2,2,1,1,2,1,2,1,2,2,1,3,1,1,1,2,3,4,2,2,25,8,2,2,3,3, , , ,4, ,2,6,2,2,12, , ,6,3,3,3,9,3,2,2,1,1, , ,2
203045,3,2,82014,1,3,12,U,4,2,1,1,1,1,1,1, ,1,2,1,1,1,1,1,2,2, , , , ,1,1,1,2, ,1, ,1,1, ,1,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,3,2,2,1,1,1,1,4,2,1,1,2,1,30,3, ,1,2,2, , , ,3,1, ,6,2, ,12, , ,4,1,3,2, ,3,1, ,1,1, , ,2
203067,8.357142857142858,2,81714,1,3,12,S,2,2,1,1,1,4,3,2, ,2,1,1,1,1,1,9,1,2, , , , ,1,1,1,9, ,1, ,1,1, ,1,1,1,9,1,1,2,1,2,1,9,1,1,2,2,2,2,2,2,2,3,3,2,8,3,2,1,4,1,53,2, ,2,1,1, , , ,1, ,1,6,2, ,1, ,1,6,1,3,2, ,2,1, ,2,2, , ,2
203070,1.8571428571428572,2,81714,1,4,6,S,5,2,2,1,1,1,2,4, ,3,1,2,2,1,1,1,2,2, , , , ,1,1,2,2, ,1, ,2, ,1,1,1,2,1,2,1,2,1,1,1,1,1,2,2,2,1,1,2,2,1,3,1,2,1,3,2,1,6,1,62,8,2,2,1,1, , , ,1, ,1,1,2, ,1, ,8,1,7,1,4,9,2,2,2,1,1, , ,1
203074,1.4285714285714286,2,82414,1,1,42,U,5,1,1,3,1,2,3,4,4, ,4,1,1,1,1,1,1,2, , , , ,1,1,1,2, ,9,2, , , ,1,1,9,1,1,1,1,1,1,1,2,2,1,2,1,2,4,1,1,2,3,1,2,1,3,2,1,6,2,47,6,2,2,2,2, , , ,2, ,1,3,1, ,1, ,2,2,4,1,2, ,2,3,2,1,1, , ,1
203079,15,2,81714,1,3,13,S,4,2,2,1,9,1,3,1, ,9,3,2,2,2,1,1,9,2, , , , ,9,9,2,1,2,1, ,9, , ,9,9,9,9,9,9,2,2,2,9,9,9,9,2,9,9,1,9,2,9,9,3,8,9,8,8,4,0,2,99,4, ,2,2,2, , , ,2, ,2,9,2,1,1, ,1,9,10,9,9,9,9,9,9,9,9, , ,9
203096,11.071428571428571,2,81814,1,3,37,U,4,2,2,2,2,3,4,4, ,4,1,1,1,1,2,2,1,2, , , , ,1,1,1,1,1,1, ,2, ,1,1,1,2,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,3,1,2,1,3,2,1,6,2,28,4, ,2,4,1,2,5, ,4, ,2,1,2,1,10, , ,4,6,9,3,9,3,4,4,1,1, , ,1
203118,7.214285714285714,2,81814,1,4,6,U,5,2,2,1,3,2,4,1, ,2,1,1,2,1,1,1,1,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,2,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,3,2,1,1,2,1,4,1,19,4, ,1,5,7, , , ,3,1, ,6,2, ,2, ,1,2,3,3,2, ,4,3,2,1,1, , ,2
203152,30.142857142857142,2,81914,1,4,41,U,4,1,2,3,1,2,3,2,2, ,1,2,2,2,1,3,2,2, , , , ,1,1,9,1,2,9,9, , , ,9,1,2,2,9,2,1,2,9,9,1,9,3,9,1,9,3,2,2,1,3,1,2,1,3,2,9,5,2,38,5, ,2,1,1, , , ,1, ,1,2,1, ,5, , ,3,9,1,3,9,4,7,4,1,1, , ,1
203155,7.5,2,81714,1,4,6,U,4,2,2,2,2,3,3,3, ,4,1,1,2,2,1,1,1,9, , , , ,1,9,1,1,1,1, ,1,2, ,1,1,1,2,2,2,1,2,1,1,2,1,1,2,2,2,1,2,2,2,3,1,2,1,2,2,1,5,1,44,8,1,2,3,3, , , ,4, ,2,1,1,1,9, , ,5,9,3,2, ,4,4,2,1,1, , ,2
203165,25.5,2,81814,1,2,39,S,3,2,1,1,2,2,2,2, ,3,2,1,1,1,1,2,1,1, , , , ,1,1,2,1,1,1, ,2, ,2,2,1,1,1,1,1,1,2,1,9,1,2,1,1,1,1,1,1,1,1,3,1,2,1,3,2,2,5,2,18,3, ,2,1,1, , , ,1, ,1,6,2, ,9, , ,6,3,1,3,1,3,6,4,1,1, , ,2
203179,7.785714285714286,2,81814,1,4,2,U,2,1,1,1,9,2,9,9,2, ,4,1,2,9,9,3,1,2, , , , ,9,9,1,9, ,2,3, , , ,2,2,9,9,1,9,9,9,1,9,1,1,2,2,9,2,1,2,2,3,3,8,2,8,3,2,1,4,1,22,3, ,2,1,1, , , ,1, ,1,6,2, ,2, ,2,5,5,3,4,9,9,1, ,1,1, , ,2
203193,3.2857142857142856,2,82014,1,1,36,S,3,2,2,4,1,3,3,3, ,3,1,1,2,2,1,1,1,2, , , , ,1,2,2,1,1,1, ,1,1, ,1,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,3,2,1,6,2,46,5, ,1,5,7, , , ,3,1, ,1,2, ,1, ,2,2,8,1,2, ,4,3,3,1,1, , ,1
203213,7.5,2,82014,1,4,4,U,2,2,1,1,1,3,2,2, ,3,2,1,1,1,1,1,1,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,1,9,9,1,2,2,2,1,2,1,1,1,2,2,1,4,1,2,2,3,1,2,1,3,2,1,6,2,26,6,1,2,4,2,3, , ,4, ,1,6,2, ,12, , ,4,7,1,2, ,5,2,2,1,1, , ,2
203217,15,2,81814,1,3,12,U,4,2,2,3,2,3,3,4, ,3,2,1,1,1,1,2,1,1, , , , ,1,1,1,2, ,2, ,1,1, ,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,3,1,2,2,1,2,1,4,2,47,4, ,2,2,2, , , ,2, ,1,1,1, ,1, ,1,2,8,1,3,9,3,4,2,1,1, , ,2
203222,8,2,82114,1,3,12,S,2,1,1,2,3,4,2,4,2, ,2,2,1,1,2,2,1,1,9,99, , ,2,2,2,2, ,2,1, , , ,1,2,2,2,2,1,2,1,2,1,1,1,2,2,2,2,1,2,2,1,2,2,2,3,3,3,1,3,2,19,3, ,1,5,7, , , ,3,1, ,2,1, ,13, ,1,1,1,3,3,2,2,5,5,2,1, , ,2
203223,14,2,81814,1,1,36,S,3,2,2,4,4,4,9,4, ,4,4,2,2,2,2,9,1,9, , , , ,2,2,1,9, ,2, ,2, ,2,2,2,2,9,2,2,2,2,2,1,2,2,2,9,2,2,1,1,2,9,3,2,2,2,3,3,1,3,1,57,3, ,2,1,1, , , ,1, ,1,3,2, ,2, ,2,3,3,1,9,1,5,3,3,2,2, , ,1
203227,4.571428571428571,2,82114,1,3,13,U,3,1,2,3,2,2,2,2,2, ,2,1,1,1,1,1,1,1,1,2, , ,1,1,1,1,2,1,2, , , ,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,4,1,2,2,3,1,8,8,3,2,1,4,2,28,6,2,2,2,2, , , ,2, ,1,1,1, ,13, ,1,3,6,3,2, ,4,3,2,1,1, , ,2
203231,1.0714285714285714,2,82214,2,1,36,U,3,2,2,2,1,3,4,3, ,3,3,1,2,1,2,1,1,1, , , , ,1,9,1,2, ,9, ,1,1, ,1,9,1,1,1,2,2,2,1,1,2,9,2,2,1,2,2,2,1,1,3,3,8,4,8,2,1,2,2,24,5, ,1,5,7, , , ,3,3, ,6,1,2,12, , ,6,10,3,4,9,9,1, ,1,1, , ,1
203237,5.714285714285714,2,81814,1,3,12,S,4,2,2,2,2,3,3,4, ,4,1,9,1,2,2,1,1,2, , , , ,2,1,1,1,2,1, ,1,1, ,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,2,1,2,1,1,3,1,2,4,3,2,3,4,2,23,4, ,1,5,7, , , ,3,1, ,6,2, ,7, , ,3,2,3,3,2,4,6,6,1,1, , ,2
203240,20.785714285714285,2,81814,1,3,47,S,2,1,2,3,1,4,4,1,4, ,1,1,1,2,2,1,1,1,1,2, , ,2,2,2,9, ,1,3, , , ,1,2,2,1,1,1,2,1,2,2,1,1,1,2,2,1,1,2,2,2,3,1,2,1,3,2,1,6,1,21,3, ,2,1,1, , , ,1, ,1,1,2, ,1, ,2,5,4,3,1, ,3,3,3,1,1, , ,2
203244,7.857142857142857,2,82114,1,3,12,U,4,1,2,1,1,2,2,4,1, ,1,1,1,1,1,1,9,2, , , , ,1,1,1,2, ,2,3, , , ,2,1,1,1,2,1,1,2,1,1,1,1,2,2,1,2,2,2,2,1,1,1,1,1,3,2,1,5,1,61,3, ,2,1,1, , , ,1, ,1,1,1, ,13, ,1,2,6,1,1, ,2,4,2,1,1, , ,1
203246,1.2857142857142858,2,81814,1,3,37,U,4,2,1,2,2,3,2,4, ,3,1,1,1,1,1,9,2,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,4,1,1,2,3,1,2,1,3,2,1,6,2,55,8,1,2,1,1, , , ,1, ,1,3,2, ,1, ,2,4,6,1,2, ,3,2,2,1,1, , ,1
203248,3.2142857142857144,2,81814,1,2,26,S,3,2,1,3,1,4,3,3, ,4,1,1,1,1,2,2,1,2, , , , ,2,1,1,1,1,1, ,1,1, ,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,3,1,2,1,3,2,1,6,1,18,3, ,2,4,4, , , ,4, ,1,6,2, ,1, ,2,2,10,3,3,2,4,5,3,1,1, , ,1
203280,5.857142857142857,2,81914,2,3,37,R,1,2,2,3,3,3,3,3, ,2,2,2,1,1,1,2,2,1, , , , ,1,1,2,1,2,2, ,1,1, ,1,1,2,2,1,2,1,2,2,2,1,1,2,2,1,2,3,2,2,1,3,1,2,1,3,2,1,6,2,41,1, ,1,5,7, , , ,3,3, ,2,1,2,12, , ,4,3,3,3,9,3,5,2,2,1, , ,2
203305,9.571428571428571,2,81914,1,2,26,S,5,1,1,3,3,4,3,3,4, ,3,1,1,2,1,2,1,1,1,2, , ,2,2,1,1,2,2,3, , , ,2,2,1,1,1,2,2,1,2,9,1,1,2,2,2,1,4,2,2,3,1,3,1,4,2,2,2,1,2,48,4, ,2,1,1, , , ,1, ,1,1,1, ,2, ,2,4,4,3,3,9,1,4,2,1,1, , ,2
203309,6,2,82314,1,3,12,U,4,1,1,2,1,2,4,2,4, ,1,1,2,1,1,2,2,1,1,98, , ,1,1,1,1,1,1,2, , , ,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,4,1,1,2,3,1,1,1,3,3,1,4,1,25,8,1,1,4,1,7, , ,3,3, ,6,2,1,2, ,2,4,9,1,3,1,4,2,2,1,1, , ,2
203339,3.4285714285714284,2,81814,1,1,42,U,5,1,1,3,2,2,4,3,3, ,1,1,1,1,2,2,1,2, , , , ,1,1,1,1,1,1,2, , , ,1,2,2,2,2,2,1,1,1,2,2,2,1,1,1,2,3,2,2,2,3,1,2,1,3,2,1,6,2,47,6,2,2,1,1, , , ,1, ,1,1,2, ,9, , ,6,7,1,2, ,5,2,2,1,1, , ,2
203343,4.571428571428571,2,81914,1,2,39,S,4,1,2,3,3,4,3,3,3, ,2,1,2,1,1,1,1,1,1,2, , ,1,1,1,2, ,2,2, , , ,2,2,2,1,1,1,2,1,2,2,1,1,2,2,2,2,4,2,2,1,3,1,2,1,1,2,4,4,1,23,3, ,2,1,1, , , ,1, ,1,6,2, ,1, ,2,5,3,3,3,1,2,3,3,1,1, , ,1
203366,7.285714285714286,2,81814,1,3,45,S,2,1,9,2,2,4,2,3,3, ,2,9,2,1,1,9,1,1,1,2, , ,1,9,1,2, ,2,2, , , ,9,9,1,9,1,1,9,2,9,2,9,1,2,2,1,1,1,2,9,1,3,1,2,4,2,2,1,4,1,36,1, ,2,1,1, , , ,1, ,1,2,1, ,12, , ,4,4,2,3,1,3,4,2,1,1, , ,1
203373,8.285714285714286,2,82114,1,1,42,S,5,1,1,3,3,3,2,4,2, ,2,2,2,1,1,1,2,1,1,98, , ,1,1,1,1,1,1,2, , , ,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,3,2,1,1,3,1,23,4, ,2,1,1, , , ,1, ,2,6,2,2,6, , ,2,1,3,1, ,3,3,3,1,1, , ,1
203414,6.571428571428571,2,82114,2,3,37,U,4,2,2,2,1,4,2,9, ,9,9,9,1,1,1,1,9,2, , , , ,1,1,1,9, ,2, ,1,1, ,9,1,1,9,9,1,9,2,1,9,1,1,2,2,9,9,9,1,1,3,3,1,8,8,3,2,2,3,1,77,4, ,1,1,1, , , ,3,3, ,1,2,2,2, ,2,4,6,3,9,9,4,2,2,2,2, , ,2
203417,8.142857142857142,2,81814,1,1,9,R,2,1,1,2,1,3,2,1,1, ,3,1,2,1,2,1,1,1,1,35, , ,1,1,1,1,1,1,2, , , ,1,2,2,1,1,1,2,1,1,1,2,2,2,2,1,2,3,1,1,1,1,3,2,1,3,2,1,5,1,23,4, ,2,1,1, , , ,1, ,1,6,2, ,2, ,2,4,8,1,2, ,3,6,6,1,1, , ,1
203436,6.285714285714286,2,81814,1,3,24,U,5,2,2,3,3,1,3,3, ,4,3,2,2,2,2,1,1,2, , , , ,2,1,2,2, ,1, ,1,1, ,1,2,2,2,2,2,2,2,1,2,1,1,2,2,1,1,1,2,2,1,3,3,2,4,2,2,1,3,2,50,2, ,2,2,2, , , ,2, ,1,6,2, ,1, ,2,2,1,1,2, ,4,6,3,1,1, , ,2
203437,3.5,2,81814,1,3,24,U,5,2,2,3,4,3,3,4, ,3,3,2,2,2,2,3,1,2, , , , ,9,9,2,1,2,9, ,3, , ,1,9,2,1,1,1,2,9,1,1,1,1,3,2,2,9,4,2,2,1,3,3,2,8,1,2,8,2,1,69,4, ,2,2,2, , , ,2, ,1,3,2, ,1, ,1,4,2,1,2, ,3,1, ,2,2, , ,2
203463,13.428571428571429,2,81814,1,1,9,U,4,1,2,3,1,3,3,3,1, ,2,1,2,1,1,1,1,2, , , , ,2,2,2,2, ,2,2, , , ,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,4,1,1,1,3,3,2,3,1,3,1,2,1,31,3, ,2,2,2, , , ,2, ,1,6,2, ,13, ,2,4,4,3,2, ,3,1, ,1,1, , ,2
203477,4.428571428571429,2,82114,1,3,45,S,2,2,2,4,3,4,2,4, ,4,2,1,2,2,2,1,2,2, , , , ,9,1,1,2, ,2, ,1,2, ,1,9,1,2,9,2,1,2,1,2,2,2,2,2,9,1,2,1,2,9,1,2,2,3,1,1,1,2,1,57,2, ,2,2,2, , , ,2, ,1,4,2, ,1, ,9,2,1,1,3,2,4,1, ,2,2, , ,2
203486,1.6428571428571428,2,81814,1,3,45,S,3,2,2,1,1,3,4,2, ,2,1,1,1,1,1,2,1,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,4,1,1,1,1,1,2,1,3,2,1,6,1,54,6,1,2,3,3, , , ,4, ,2,3,2,1,11,2, ,5,7,1,3,1,3,2,2,1,1, , ,1
203487,3.7142857142857144,2,82414,1,1,36,U,5,1,2,3,1,2,4,2,3, ,1,1,2,1,2,3,1,1,1,1, , ,1,1,1,1,1,1,2, , , ,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,1,3,2,2,5,1,26,6,2,2,1,1, , , ,1, ,1,6,2, ,5, , ,5,7,2,3,2,4,3,3,1,1, , ,1
203495,2.2142857142857144,2,81814,1,3,45,R,2,1,2,2,1,2,3,1,2, ,3,1,1,1,1,2,2,2, , , , ,1,2,2,2, ,2,1, , , ,2,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,3,1,2,2,3,2,2,4,1,47,4, ,2,1,1, , , ,1, ,1,6,2, ,1, ,1,3,6,1,1, ,1,1, ,1,1, , ,1
203512,7.142857142857143,2,82314,2,3,37,S,2,2,1,3,2,2,2,3, ,2,3,1,2,1,1,1,1,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,1,1,8,3,2,1,4,1,42,3, ,1,5,7, , , ,3,3, ,1,2,2,13, ,2,4,2,3,3,2,4,3,2,1,1, , ,2
203519,20.5,2,82214,1,1,42,S,4,1,9,2,1,3,2,1,3, ,2,1,1,1,1,1,1,1,1,6, , ,1,1,2,1,2,1,3, , , ,2,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,4,1,2,2,3,1,2,1,2,2,1,5,1,62,5, ,2,2,2, , , ,2, ,1,3,2, ,1, ,1,4,3,1,3,9,3,1, ,1,1, , ,2
203555,21.285714285714285,2,82314,2,1,36,S,3,1,2,2,1,3,2,3,3, ,3,1,1,1,1,1,2,2, , , , ,1,1,1,2, ,2,2, , , ,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,2,1,2,9,3,1,9,2,9,1,1,2,34,2, ,1,9,9, , , ,3,3, ,2,1,2,2, ,2,3,10,3,2, ,2,5,2,1,2, , ,2
203570,3.9285714285714284,2,82114,1,3,51,U,4,1,2,2,2,2,2,2,2, ,2,1,1,1,1,2,1,2, , , , ,1,1,2,1,1,1,3, , , ,2,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,3,1,2,1,2,1,8,1,3,2,1,5,1,40,8,2,2,1,1, , , ,1, ,1,6,2, ,2, ,2,4,3,2,3,1,2,1, ,1,1, , ,2
203609,11.071428571428571,2,81814,1,1,36,R,2,2,2,3,2,2,4,2, ,4,2,1,1,1,1,1,1,2, , , , ,1,1,1,1,1,1, ,1,2, ,2,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,2,2,2,1,3,3,2,1,3,1,1,4,1,36,4, ,2,1,1, , , ,1, ,1,1,1, ,12, , ,6,8,1,1, ,3,4,2,1,1, , ,1
203651,3.5,2,81814,1,3,13,S,4,1,2,2,2,2,4,2,2, ,4,1,1,1,1,2,2,2, , , , ,2,2,2,1,2,2,3, , , ,2,1,1,1,1,1,1,2,1,2,2,2,1,2,2,1,4,2,2,1,1,1,2,2,3,2,1,5,1,58,8,2,2,1,1, , , ,1, ,1,1,2, ,1, ,2,4,9,1,1, ,2,3,3,1,1, , ,1
