caseid,weight,sample,int_date,lang,cregion,state,usr,density,form,q1,q2a,q2b,q2c,q2e,q2f,q2gf1,q2hf2,q3,q4,q5a,q5b,q5c,q6,q7,q8,q9f1,q9f1_code1,q9f1_code2,q9f1_code3,q12a,q12b,q13,q16,q17,q18,q20f1,q21af2,q21bf2,q21cf2,q23,q24a,q24b,q24c,q24d,q24e,q24f,q25,q27,q28,q29,q30,q32,q33,q34,q35,q37,q38,q39,q40,q41,knosct14,knosct15,knosct16,knosct17,knosct18,knosct19,knosct_count,sexz,agerec,educ2,scideg,hisp,racecmb,race3m1,race3m2,race3m3,race3m4,racethn,birth_hisp,usborn,marital,parent,citizen,relig,chr,born,attend,income,reg,party,partyln,ideo,hh1,hh3,eminuse,intmob,ql1,ql1a,qc1
104458,2.7857142857142856,1,82314,1,3,13,U,3,2,2,2,1,3,2,4, ,3,2,1,1,1,1,1,1,1, , , , ,1,1,1,2, ,2, ,1,1, ,2,2,1,2,1,1,2,2,1,1,1,1,1,2,2,1,4,1,1,1,3,1,2,2,1,2,4,3,1,62,4, ,2,1,1, , , ,1, ,1,1,2, ,1, ,1,2,6,1,3,1,3,2,2,1,2,1, , 
104471,2.2857142857142856,1,82314,1,3,12,S,4,2,2,3,9,3,3,2, ,3,2,1,2,1,9,1,1,2, , , , ,1,1,1,9, ,1, ,9, , ,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,3,1,8,1,3,2,1,5,2,69,4, ,2,1,1, , , ,1, ,1,5,2, ,13, ,2,2,10,1,3,2,3,3,3,1,2,1, , 
104485,15.071428571428571,1,82314,1,2,39,R,2,1,2,3,4,4,3,4,2, ,2,9,2,2,2,1,1,2, , , , ,2,2,2,9, ,9,3, , , ,2,1,1,2,1,1,2,2,2,2,2,2,9,2,2,2,4,9,9,2,3,1,2,8,3,2,1,5,1,69,8,2,2,1,1, , , ,1, ,1,5,2, ,2, ,1,2,3,1,3,9,2,2,2,1,2,2,1, 
104493,2.0714285714285716,1,82314,1,1,42,S,3,2,2,2,9,3,4,4, ,4,1,1,1,1,2,2,1,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,2,2,2,9,2,1,2,9,2,9,9,9,2,1,9,1,9,2,2,1,1,2,1,3,2,1,6,2,71,7,2,2,1,1, , , ,1, ,1,1,2, ,10, , ,5,8,1,2, ,4,2,2,1,1,1, , 
104502,4.928571428571429,1,82314,1,3,13,R,1,2,9,3,3,4,3,3, ,4,2,9,1,1,1,1,2,2, , , , ,9,9,1,2, ,1, ,1,1, ,2,2,2,9,1,2,1,2,2,2,2,2,2,2,1,1,4,1,2,1,3,1,2,1,3,2,8,5,2,35,3, ,2,1,1, , , ,1, ,1,3,2, ,12, , ,1,2,2,3,2,3,1, ,2,2,1, , 
104503,2.0714285714285716,1,82314,1,3,45,S,2,2,2,1,1,2,2,1, ,1,1,1,1,1,1,1,2,2, , , , ,1,1,2,9, ,9, ,2, ,9,2,1,1,1,2,1,9,1,2,1,1,1,2,2,2,9,1,2,2,1,3,1,2,1,3,2,1,6,2,66,8,1,2,1,1, , , ,1, ,1,1,2, ,1, ,1,2,6,1,1, ,2,3,3,1,1,1, , 
104507,9.285714285714286,1,82514,1,3,12,S,4,1,2,1,1,1,1,2,1, ,2,1,1,1,1,1,1,2, , , , ,1,1,1,1,1,1,3, , , ,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,4,2,2,1,3,3,1,3,2,2,1,2,2,25,3, ,2,2,2, , , ,2, ,1,6,1, ,1, ,1,1,1,1,2, ,5,5,4,1,1,2,1, 
104512,3.9285714285714284,1,82314,1,3,12,U,3,1,2,2,1,3,3,2,2, ,2,1,1,1,2,2,2,2, , , , ,1,1,1,9, ,1,1, , , ,2,1,1,1,2,1,2,2,1,1,1,1,9,2,1,1,4,1,2,1,3,2,1,1,3,2,1,4,1,73,6,1,2,1,1, , , ,1, ,1,1,2, ,2, ,2,2,6,1,1, ,2,2,2,1,2,2,1, 
104516,2.142857142857143,1,82314,2,1,36,U,5,2,1,1,9,9,1,9, ,1,3,1,1,1,1,1,1,2, , , , ,1,1,9,2, ,1, ,9, , ,9,2,9,9,1,9,1,2,1,2,9,9,3,9,1,2,1,1,1,2,9,3,9,4,1,2,8,1,2,61,1, ,1,5,7, , , ,3,3, ,3,2,1,2, ,1,3,10,1,2, ,9,1, ,2,2,2, , 
104520,2.5714285714285716,1,82314,1,3,13,R,1,2,2,1,3,2,4,4, ,1,2,1,1,1,2,1,2,1, , , , ,2,1,2,1,2,1, ,2, ,1,2,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,3,1,2,1,1,1,2,8,3,2,1,5,2,55,3, ,2,1,1, , , ,1, ,1,1,1, ,1, ,1,1,8,1,1, ,1,3,2,1,2,1, , 
104528,2.7142857142857144,1,82314,1,3,45,S,1,2,2,3,4,4,3,4, ,4,1,2,2,2,2,2,1,2, , , , ,2,9,1,1,1,2, ,1,9, ,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,3,1,2,8,3,2,1,5,2,63,3, ,2,2,2, , , ,2, ,1,3,2, ,1, ,1,1,10,1,2, ,1,2,2,1,1,1, , 
104538,30.142857142857142,1,82314,1,2,18,S,2,2,2,3,1,4,4,4, ,4,1,2,2,2,1,2,1,2, , , , ,2,2,2,1,2,2, ,2, ,1,1,2,2,9,1,1,1,2,1,2,1,1,2,2,2,2,4,2,2,2,3,1,2,1,3,3,2,4,1,53,3, ,2,1,1, , , ,1, ,1,3,2, ,12, , ,6,10,3,4,9,3,1, ,2,1,2, , 
104539,3.4285714285714284,1,82314,1,3,12,S,2,2,2,4,4,4,4,3, ,4,2,1,2,9,2,2,2,2, , , , ,2,2,9,1,1,2, ,1,1, ,2,2,2,9,1,2,2,2,1,2,1,1,2,2,2,2,3,2,2,1,3,1,2,1,3,2,1,6,2,66,4, ,2,1,1, , , ,1, ,1,3,2, ,1, ,2,5,3,1,4,9,2,4,4,1,1,1, , 
104557,3.2142857142857144,1,82314,2,1,9,S,4,2,2,1,1,3,9,9, ,3,4,1,1,1,1,1,2,1, , , , ,1,1,1,1,2,1, ,1,2, ,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,4,2,2,2,2,3,2,4,3,1,1,3,2,90,1, ,1,1,1, , , ,3,3, ,5,2,1,2, ,2,4,2,3,2, ,2,1, ,2,2,2, , 
104562,2.857142857142857,1,82314,1,3,37,R,2,2,2,9,1,4,3,4, ,3,4,1,9,2,1,1,1,2, , , , ,9,2,1,2, ,2, ,1,2, ,1,1,1,9,1,1,1,2,9,2,2,2,1,2,1,9,5,1,2,1,1,3,8,2,8,2,3,1,1,79,1, ,2,5,5, , , ,4, ,1,1,2, ,1, ,1,1,2,1,2, ,3,2,2,2,1,1, , 
104577,16.214285714285715,1,82314,1,1,42,S,4,2,2,3,2,3,4,4, ,3,2,1,2,1,1,1,2,2, , , , ,2,2,2,1,9,1, ,1,1, ,1,2,2,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2,1,1,1,2,1,3,2,4,5,2,59,5, ,2,1,1, , , ,1, ,1,1,2, ,2, ,2,5,9,1,1, ,3,4,4,1,1,1, , 
104580,1.5714285714285714,1,82314,1,3,37,S,4,2,1,2,3,2,3,3, ,3,1,1,1,1,1,1,1,1, , , , ,1,1,1,1,2,1, ,1,2, ,1,2,2,2,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,3,2,9,4,2,2,1,2,1,50,6,1,1,1,1, , , ,3,3, ,4,2,2,2, ,1,2,4,3,3,9,3,1, ,2,1,1, , 
104605,7,1,82314,1,3,48,U,4,1,9,3,1,3,3,3,3, ,1,2,2,2,1,9,1,2, , , , ,9,2,1,2, ,1,3, , , ,2,9,2,1,9,1,2,1,2,2,2,2,2,2,2,2,1,2,2,9,3,1,1,1,3,2,4,4,2,89,5, ,2,2,2, , , ,2, ,1,5,2, ,1, ,1,1,1,1,2, ,4,1, ,2,2,2, , 
104609,6.357142857142857,1,82314,1,3,1,U,3,2,2,2,1,3,3,1, ,4,2,1,2,1,1,2,2,1, , , , ,1,1,1,1,2,1, ,2, ,1,2,1,1,2,1,1,1,2,1,2,1,1,2,2,1,1,2,1,2,1,1,1,2,1,3,2,1,6,1,54,4, ,2,1,1, , , ,1, ,1,1,2, ,1, ,1,1,9,1,3,1,2,2,2,1,1,1, , 
104613,21.142857142857142,1,82514,1,2,17,U,2,1,2,2,4,4,4,3,2, ,3,9,2,1,2,3,1,2, , , , ,1,1,1,1,9,1,1, , , ,2,1,1,1,2,1,2,1,1,2,1,2,2,9,2,2,3,9,2,1,3,1,1,1,3,2,1,5,2,87,4, ,2,1,1, , , ,1, ,1,1,2, ,1, ,2,5,4,1,1, ,2,2,2,2,2,2,2, 
104616,2.5714285714285716,1,82314,1,2,55,S,5,2,9,9,1,1,3,9, ,9,9,9,1,1,1,2,2,2, , , , ,9,2,2,1,2,1, ,1,2, ,2,1,2,1,2,9,1,2,2,1,1,1,1,2,2,1,3,1,2,1,9,1,8,8,3,8,1,3,1,77,5, ,2,1,1, , , ,1, ,1,1,2, ,2, ,2,2,7,1,3,1,2,2,2,2,2,1, , 
104617,2,1,82314,1,3,48,U,5,1,2,4,2,3,3,4,9, ,2,2,2,2,2,2,1,2, , , , ,2,1,2,2, ,2,2, , , ,1,2,2,9,1,1,1,1,1,1,2,2,1,2,2,2,1,2,1,1,3,1,2,1,3,1,1,5,2,29,3, ,1,5,7, , , ,3,3, ,6,1,2,2, ,1,6,5,1,3,2,3,3,1,2,1,1, , 
104622,1.2857142857142858,1,82314,1,3,48,S,5,1,9,2,1,1,2,4,4, ,1,1,1,1,1,3,2,2, , , , ,1,1,1,1,1,1,2, , , ,1,1,1,1,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,1,3,1,2,1,3,2,1,6,1,66,6,2,2,1,1, , , ,1, ,1,1,2, ,1, ,1,4,7,1,2, ,4,2,2,1,1,1, , 
104623,6.214285714285714,1,82514,2,2,29,R,1,2,2,3,3,4,9,3, ,3,4,1,1,1,1,1,2,2, , , , ,1,2,1,2, ,1, ,1,1, ,1,1,2,2,1,2,1,2,1,2,1,1,9,2,2,2,4,2,2,1,3,1,2,8,3,3,1,4,2,62,1, ,1,5,7, , , ,3,3, ,1,2,1,2, ,2,2,4,1,1, ,2,4,2,1,1,1, , 
104627,11.071428571428571,1,82514,2,3,48,U,5,1,1,3,3,4,1,4,4, ,2,1,1,1,2,2,2,1,9,99, , ,2,1,1,2, ,1,2, , , ,2,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,3,1,1,1,2,2,1,3,2,1,1,1,2,40,3, ,1,1,1, , , ,3,3, ,5,1,2,2, ,1,2,1,3,3,2,2,4,2,2,2,2,2, 
104633,3.857142857142857,1,82314,1,3,5,U,3,1,2,4,4,4,4,4,4, ,2,2,2,2,2,3,1,2, , , , ,2,2,2,2, ,9,3, , , ,9,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,3,3,2,1,1,2,3,3,2,34,8,2,2,9,9, , , ,9, ,1,1,1, ,99,9, ,1,9,1,9,9,9,9,9,1,1,1, , 
104634,4.857142857142857,1,82314,2,3,48,U,4,2,1,1,1,1,2,9, ,9,1,1,3,1,1,1,2,2, , , , ,1,9,1,9, ,1, ,1,1, ,1,1,1,1,1,1,2,2,1,2,2,1,2,1,1,1,5,2,9,2,3,2,2,8,2,8,8,1,1,76,2, ,1,5,7, , , ,3,3, ,1,2,1,2, ,2,2,1,1,2, ,9,3,3,2,1,2,1, 
104635,1.7142857142857142,1,82314,1,2,18,S,4,1,2,2,1,4,4,1,2, ,2,1,1,1,1,3,2,1,9,99, , ,2,1,2,1,9,1,3, , , ,2,1,1,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,2,2,2,1,2,1,3,2,1,6,1,65,8,1,2,1,1, , , ,1, ,1,1,2, ,2, ,2,4,10,1,1, ,1,2,2,1,1,1, , 
104637,30.142857142857142,1,82314,1,2,46,R,1,1,2,2,1,2,3,2,2, ,2,1,1,1,1,2,2,2, , , , ,1,1,1,2, ,1,2, , , ,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,1,4,1,1,2,3,1,2,2,3,2,1,5,1,52,4, ,2,1,1, , , ,1, ,1,1,2, ,1, ,2,4,10,1,2, ,3,2,2,2,1,1, , 
104652,3.5,1,82314,1,3,48,U,1,1,9,4,1,3,3,4,3, ,2,1,2,2,2,1,1,1,1,2, , ,1,1,1,2, ,1,2, , , ,1,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,1,2,2,2,3,1,2,3,2,3,2,1,57,6,2,2,2,2, , , ,2, ,1,1,2, ,2, ,2,2,6,1,3,2,3,2,2,1,1,1, , 
104657,4.428571428571429,1,82314,1,3,1,R,1,2,2,3,2,3,2,3, ,2,3,1,1,2,2,2,1,1, , , , ,1,1,2,2, ,2, ,1,2, ,2,1,1,2,1,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,3,1,2,1,1,2,1,5,2,46,5, ,2,2,2, , , ,2, ,1,6,1, ,1, ,1,1,1,1,2, ,2,2,1,1,1,1, , 
104661,1,1,82314,1,2,17,U,5,2,1,2,1,3,2,2, ,4,1,1,1,1,1,1,2,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,1,2,2,2,2,1,2,1,2,1,1,1,2,1,1,4,1,2,1,3,1,2,1,3,2,1,6,1,64,8,2,1,5,7, , , ,3,1, ,1,2, ,2, ,2,6,9,1,3,2,5,2,2,1,1,1, , 
104666,1.4285714285714286,1,82314,1,3,1,R,1,2,2,3,3,4,3,4, ,4,1,1,1,1,1,3,2,1, , , , ,2,9,2,2, ,2, ,1,1, ,2,2,1,1,1,2,1,2,1,2,1,1,2,2,1,1,2,2,2,1,3,1,1,8,3,1,1,3,2,63,6,2,2,1,1, , , ,1, ,1,1,2, ,3, ,1,1,7,1,2, ,2,2,2,2,2,1, , 
104669,3.7857142857142856,1,82414,1,2,18,S,4,1,2,4,3,3,4,3,3, ,2,1,2,1,1,1,1,1,9,99, , ,1,1,1,1,1,1,1, , , ,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,4,1,2,2,3,1,2,1,3,3,1,5,2,44,8,2,2,1,1, , , ,1, ,1,1,1, ,2, ,2,4,7,1,3,1,3,4,2,1,1,1, , 
104672,1.5714285714285714,1,82314,1,3,22,U,2,1,2,4,4,4,3,4,3, ,4,2,1,1,1,2,2,2, , , , ,2,2,2,1,1,2,3, , , ,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,9,9,9,2,1,1,4,3,2,1,4,1,90,8,1,2,1,1, , , ,1, ,1,5,2, ,12, , ,6,7,1,3,1,2,1, ,1,1,1, , 
104673,7.928571428571429,1,82314,1,3,40,S,3,1,2,2,1,2,1,2,2, ,2,1,1,1,1,1,2,1,1,1,18, ,9,1,9,2, ,2,1, , , ,2,9,2,9,2,2,2,2,1,2,1,1,9,2,2,2,3,2,2,1,3,1,8,8,3,2,8,3,2,99,8,1,2,1,1, , , ,1, ,1,1,2, ,2, ,2,2,6,1,2, ,2,4,3,1,2,1, , 
104692,1.3571428571428572,1,82314,1,3,48,R,1,1,2,2,2,3,3,2,2, ,1,1,1,1,1,2,2,2, , , , ,1,1,1,2, ,2,1, , , ,2,2,2,1,1,1,1,2,1,2,1,1,2,2,1,1,4,1,2,1,3,1,2,1,3,2,1,6,2,64,6,1,2,1,1, , , ,1, ,1,1,2, ,1, ,1,1,7,1,3,1,2,2,2,1,1,1, , 
104701,7.785714285714286,1,82314,1,3,21,U,4,2,2,1,1,3,3,2, ,3,1,1,1,1,1,2,2,2, , , , ,1,1,9,2, ,2, ,2, ,1,2,2,1,2,1,1,9,1,2,2,1,1,2,2,2,2,1,2,2,1,1,1,9,1,9,2,9,3,1,62,6,2,2,1,1, , , ,1, ,1,3,2, ,1, ,1,3,10,1,3,1,2,1, ,1,2,2, , 
104702,13,1,82514,1,3,40,R,1,2,2,2,2,2,2,9, ,3,4,1,1,1,1,1,2,2, , , , ,9,1,1,2, ,2, ,2, ,1,1,2,1,2,1,1,2,1,1,1,1,1,2,2,1,1,4,9,2,1,9,3,1,4,3,1,1,2,1,78,1, ,2,1,1, , , ,1, ,1,1,2, ,1, ,1,1,2,3,3,2,2,2,2,2,2,1, , 
104705,1.1428571428571428,1,82314,1,3,22,U,4,2,2,2,2,3,3,2, ,4,1,1,1,1,1,2,2,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,3,1,2,1,3,2,1,6,2,53,8,2,2,1,1, , , ,1, ,1,6,2, ,2, ,1,4,6,1,2, ,5,1, ,1,1,1, , 
104714,1.7857142857142858,1,82514,1,2,17,S,4,2,1,1,1,1,3,1, ,2,3,1,2,1,2,1,2,1, , , , ,1,2,1,1,1,1, ,1,1, ,1,1,2,9,2,2,1,2,1,2,9,2,2,2,2,1,2,2,2,1,3,1,2,1,3,2,1,6,1,52,6,2,2,1,1, , , ,1, ,1,1,1, ,2, ,2,2,9,1,3,2,3,3,2,1,1,1, , 
104728,18.785714285714285,1,82314,1,2,29,U,2,1,2,2,2,1,3,2,2, ,1,9,2,1,2,2,2,2, , , , ,1,1,1,1,9,1,2, , , ,1,2,9,2,2,2,1,2,1,2,1,1,1,2,1,2,1,2,9,1,3,1,2,1,3,2,1,6,2,38,8,2,2,1,1, , , ,1, ,1,1,1, ,13, ,2,5,6,1,3,9,3,3,2,1,1,1, , 
104732,23.428571428571427,1,82314,1,3,47,S,3,2,2,3,1,4,4,4, ,3,2,1,1,2,2,1,2,2, , , , ,1,1,1,1,1,2, ,1,1, ,2,2,2,1,1,1,1,2,1,2,1,1,2,2,1,2,1,2,9,2,3,1,8,8,2,2,8,2,2,49,3, ,2,1,1, , , ,1, ,1,1,2, ,1, ,9,6,5,1,2, ,3,2,2,1,1,1, , 
104734,1,1,82314,1,3,48,U,4,1,1,2,2,2,3,3,2, ,1,1,1,1,1,2,1,2, , , , ,1,1,1,1,1,1,2, , , ,1,1,2,2,1,2,1,2,1,1,1,2,1,2,2,1,2,1,1,2,1,1,2,1,3,2,1,6,2,64,6,1,2,1,1, , , ,1, ,1,5,2, ,2, ,2,1,8,1,3,2,3,1, ,1,1,1, , 
104754,11.071428571428571,1,82514,2,3,48,U,5,2,2,1,1,1,1,1, ,1,1,1,1,1,1,9,9,2, , , , ,1,1,1,2, ,1, ,1,1, ,1,1,1,2,1,1,1,2,2,1,2,2,2,1,1,2,4,1,2,1,3,3,2,3,1,2,1,3,2,82,1, ,1,5,7, , , ,3,3, ,1,2,1,2, ,2,2,1,1,2, ,2,2,2,2,2,2,2, 
104756,3.2857142857142856,1,82314,1,2,17,U,5,1,9,9,2,2,3,2,2, ,3,1,3,2,1,2,1,2, , , , ,1,1,1,2, ,1,2, , , ,1,2,1,2,1,1,1,1,1,2,1,1,1,2,9,1,4,1,1,2,3,1,2,1,3,2,1,6,1,47,6,1,1,5,7, , , ,3,3, ,1,1,1,2, ,2,4,8,3,2, ,2,4,2,1,1,1, , 
104759,2.5,1,82314,1,2,17,S,4,1,2,1,1,1,3,1,1, ,1,1,1,1,2,1,2,1,1,3, , ,1,2,2,2, ,2,3, , , ,2,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,2,1,2,1,1,1,2,1,3,2,1,6,1,53,6,2,2,1,1, , , ,1, ,1,1,1, ,1, ,1,1,8,1,1, ,2,5,3,1,1,1, , 
104778,1.4285714285714286,1,82314,1,4,35,U,3,2,2,3,3,4,4,3, ,4,2,1,1,1,1,2,1,2, , , , ,2,1,2,1,1,9, ,3, , ,1,2,1,2,1,2,1,2,1,2,1,1,2,2,2,1,4,1,2,2,3,3,1,2,2,2,3,1,2,70,3, ,2,1,1, , , ,1, ,1,5,2, ,1, ,2,4,4,1,2, ,4,1, ,1,1,1, , 
104781,1,1,82314,1,4,4,U,1,1,2,3,1,2,3,2,2, ,1,1,1,1,1,1,2,2, , , , ,1,2,2,1,2,9,3, , , ,2,1,1,1,1,1,1,1,1,1,1,1,1,2,9,1,4,1,1,1,1,1,2,1,3,2,1,6,1,50,6,2,2,1,1, , , ,1, ,1,1,1, ,2, ,2,4,10,1,1, ,2,9,2,1,1,1, , 
104791,10.642857142857142,1,82414,1,4,35,S,1,2,2,3,3,3,3,3, ,4,3,1,2,1,2,2,1,2, , , , ,2,2,2,2, ,1, ,2, ,2,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,1,1,2,1,4,2,1,40,6,2,2,1,1, , , ,1, ,1,1,2, ,3, ,2,1,5,1,1, ,1,2,2,1,1,1, , 
104793,4.071428571428571,1,82314,1,4,35,U,3,1,2,2,2,3,3,4,2, ,2,1,1,1,1,2,1,2, , , , ,1,1,1,1,9,2,2, , , ,2,2,2,2,9,9,1,2,2,2,1,1,2,2,2,1,4,9,2,2,3,1,2,8,3,2,9,4,2,54,4, ,2,1,1, , , ,1, ,1,1,2, ,2, ,2,5,6,1,2, ,4,3,2,1,2,1, , 
104818,13.071428571428571,1,82314,1,3,12,S,3,1,1,9,1,2,9,1,1, ,1,1,9,1,2,1,9,1,1,6, , ,1,1,1,1,1,1,2, , , ,1,1,2,2,1,2,9,2,1,2,1,1,1,2,1,2,4,2,2,2,1,1,8,8,3,2,1,4,2,84,4, ,2,1,1, , , ,1, ,2,1,2,1,4, ,2,4,10,1,2, ,4,2,2,2,1,1, , 
104830,4.5,1,82314,1,2,39,S,5,2,1,3,2,4,3,4, ,3,2,1,1,1,2,1,2,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,2,2,1,1,2,1,2,1,2,1,1,2,2,2,1,2,1,2,1,3,1,1,1,3,2,1,5,1,18,2, ,2,1,1, , , ,1, ,1,6,2, ,2, ,2,4,1,1,3,2,3,5,3,1,1,1, , 
104844,1.5714285714285714,1,82314,1,3,22,S,4,1,2,2,2,2,3,2,2, ,1,1,1,1,1,2,1,1,9,99, , ,1,1,2,1,2,2,1, , , ,2,2,1,1,9,1,1,2,9,2,2,2,2,2,2,2,2,2,2,2,3,1,8,8,3,8,8,2,2,75,8,1,2,1,1, , , ,1, ,1,1,2, ,1, ,2,4,9,1,1, ,2,2,2,1,1,1, , 
104849,6.5,1,82314,1,1,36,S,3,2,2,2,2,3,2,2, ,3,3,1,1,1,1,1,1,1, , , , ,2,2,2,1,1,2, ,2, ,2,2,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,4,1,1,2,3,1,2,1,3,2,1,6,1,41,8,2,2,1,1, , , ,1, ,1,1,1, ,1, ,2,4,9,1,1, ,2,4,2,1,1,1, , 
104855,9.785714285714286,1,82314,1,1,36,S,2,2,2,3,9,4,4,4, ,4,1,1,1,1,9,2,1,9, , , , ,9,1,1,1,1,1, ,1,1, ,1,2,2,2,2,2,1,2,9,9,9,1,1,2,1,2,1,2,2,2,3,1,1,1,1,2,1,4,2,55,5, ,2,1,1, , , ,1, ,2,3,2,2,12, , ,6,3,3,3,9,4,1, ,1,1,1, , 
104858,1.5714285714285714,1,82314,1,2,29,S,4,2,2,3,2,4,4,4, ,4,3,1,1,1,2,1,2,2, , , , ,2,2,2,2, ,2, ,2, ,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,4,2,2,2,1,1,1,1,3,2,1,5,2,70,6,1,2,1,1, , , ,1, ,1,5,2, ,2, ,2,2,6,1,1, ,2,1, ,1,1,1, , 
104867,2,1,82314,1,4,35,U,3,2,2,4,2,4,4,4, ,2,2,1,2,1,1,1,1,1, , , , ,2,2,2,1,2,2, ,2, ,2,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,4,2,2,1,1,1,8,8,3,2,1,4,2,71,4, ,2,1,1, , , ,1, ,1,1,2, ,1, ,2,4,4,1,1, ,1,2,2,1,1,1, , 
104885,1.5714285714285714,1,82514,1,4,53,U,1,1,2,2,2,4,2,4,2, ,1,1,1,2,1,2,1,2, , , , ,1,1,1,1,2,1,1, , , ,2,2,1,2,1,1,2,2,1,2,1,1,2,2,1,2,4,1,1,1,3,1,2,4,3,3,1,4,2,65,2, ,2,1,1, , , ,1, ,1,1,2, ,1, ,1,5,3,1,1, ,3,2,2,1,1,1, , 
104892,1.5714285714285714,1,82514,1,4,6,S,2,2,2,3,2,3,3,3, ,3,1,1,1,2,1,1,2,2, , , , ,1,1,1,2, ,2, ,1,1, ,1,1,2,2,2,2,1,2,1,2,1,1,2,2,1,2,2,2,2,1,3,1,1,1,1,2,1,4,2,84,3, ,2,1,1, , , ,1, ,1,5,2, ,1, ,2,3,6,1,2, ,3,1, ,1,1,1, , 
104901,1.8571428571428572,1,82314,1,4,6,U,5,1,2,1,1,1,3,1,1, ,1,1,1,1,1,2,2,2, , , , ,1,1,1,1,1,1,3, , , ,2,1,1,1,1,2,1,9,1,2,1,1,1,2,2,1,1,9,2,1,1,1,2,1,3,2,1,6,1,46,3, ,2,2,2, , , ,2, ,1,1,2, ,13, ,2,5,9,1,1, ,2,1, ,1,1,1, , 
104902,1.9285714285714286,1,82314,1,4,32,U,2,2,2,3,2,4,4,3, ,4,2,1,2,1,2,2,1,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,2,2,2,9,2,1,2,1,2,1,1,9,2,1,2,4,2,9,1,3,1,2,1,3,2,1,6,1,77,5, ,2,1,1, , , ,1, ,1,3,2, ,11,2, ,6,7,1,2, ,4,1, ,1,2,1, , 
104905,1.4285714285714286,1,82314,1,4,6,U,5,1,2,1,1,9,3,1,1, ,1,2,2,1,2,1,2,2, , , , ,1,2,1,1,1,1,9, , , ,1,2,2,2,2,2,1,1,9,2,2,2,1,2,2,2,1,2,2,1,3,1,2,1,3,2,1,6,2,57,8,1,2,1,1, , , ,1, ,1,1,2, ,12, , ,6,9,1,3,2,3,2,2,1,2,2,1, 
104931,11.071428571428571,1,82514,2,4,6,S,2,1,1,1,9,3,9,3,1, ,1,2,1,1,1,1,2,2, , , , ,1,1,1,2, ,2,2, , , ,1,2,1,2,2,2,9,2,1,2,1,1,1,1,1,2,4,2,2,1,3,3,2,4,2,1,1,2,2,66,1, ,1,1,1, , , ,3,3, ,1,2,1,2, ,2,2,2,1,2, ,4,4,4,2,2,2,2, 
104933,2.2857142857142856,1,82514,1,4,6,S,2,2,2,2,1,1,3,4, ,2,1,1,1,1,9,1,2,2, , , , ,1,1,2,1,2,1, ,1,2, ,1,1,1,2,1,1,1,2,1,2,2,1,2,2,1,1,4,1,2,2,1,2,2,1,3,1,1,4,1,78,4, ,2,1,1, , , ,1, ,1,1,2, ,12, , ,6,6,1,3,2,3,2,2,1,2,1, , 
104935,2.2857142857142856,1,82314,1,4,6,U,3,1,2,3,2,3,3,4,2, ,3,1,1,1,3,2,1,2, , , , ,2,2,1,1,9,2,1, , , ,2,2,2,9,9,1,2,2,2,2,2,2,1,2,2,1,3,2,2,2,3,3,1,8,2,2,1,2,2,72,3, ,2,1,1, , , ,1, ,1,1,2, ,1, ,2,4,4,1,1, ,2,2,2,1,2,1, , 
104946,2.357142857142857,1,82314,1,4,6,S,5,1,2,2,1,3,4,1,1, ,2,1,2,1,1,2,1,1,1,2, , ,1,1,1,1,1,2,2, , , ,1,2,2,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,4,3,2,39,6,2,2,1,1, , , ,1, ,1,1,1, ,2, ,2,5,9,3,3,2,3,4,2,1,1,1, , 
